"team","status","date"
"SF Austin","Away",2015-01-26
"Texas A&M-CC","Away",2015-01-26
"MD-E Shore","Away",2015-01-26
"Norfolk State","Away",2015-01-26
"Gardner-Webb","Away",2015-01-26
"Milwaukee","Away",2015-01-26
"Alcorn State","Away",2015-01-26
"Texas","Away",2015-01-26
"Southern","Away",2015-01-26
"Texas Southern","Away",2015-01-26
"PV A&M","Away",2015-01-26
"UNC","Home",2015-01-26
"American U","Home",2015-01-26
"Presbyterian","Home",2015-01-26
"Oakland","Home",2015-01-26
"Detroit","Home",2015-01-26
"NC Central","Home",2015-01-26
"Northwestern St","Home",2015-01-26
"Bethune-Cookman","Home",2015-01-26
"S Carolina St","Home",2015-01-26
"NC A&T","Home",2015-01-26
"Abil Christian","Home",2015-01-26
"New Orleans","Home",2015-01-26
"Incarnate Word","Home",2015-01-26
"Lamar","Home",2015-01-26
"SE Louisiana","Home",2015-01-26
"Florida A&M","Home",2015-01-26
"Savannah State","Home",2015-01-26
"Campbell","Home",2015-01-26
"Valparaiso","Home",2015-01-26
"Alabama A&M","Home",2015-01-26
"Iowa State","Home",2015-01-26
"Alabama State","Home",2015-01-26
"Miss Valley St","Home",2015-01-26
"AR-Pine Bluff","Home",2015-01-26
"G Washington","Away",2015-01-27
"West Virginia","Away",2015-01-27
"Xavier","Away",2015-01-27
"Tulsa","Away",2015-01-27
"Ohio","Away",2015-01-27
"Miami (OH)","Away",2015-01-27
"Ball State","Away",2015-01-27
"W Michigan","Away",2015-01-27
"N Illinois","Away",2015-01-27
"Cent Michigan","Away",2015-01-27
"Pitt","Away",2015-01-27
"Nebraska","Away",2015-01-27
"Vanderbilt","Away",2015-01-27
"Saint Joe's","Away",2015-01-27
"Indiana State","Away",2015-01-27
"Tabor College","Away",2015-01-27
"Baylor","Away",2015-01-27
"Fresno State","Away",2015-01-27
"Wyoming","Away",2015-01-27
"Florida","Away",2015-01-27
"Tennessee","Away",2015-01-27
"Texas A&M","Away",2015-01-27
"SD Christian","Away",2015-01-27
"UNLV","Away",2015-01-27
"Colorado State","Away",2015-01-27
"DePaul","Away",2015-01-27
"Michigan State","Away",2015-01-27
"VCU","Home",2015-01-27
"Kansas State","Home",2015-01-27
"Georgetown","Home",2015-01-27
"Tulane","Home",2015-01-27
"E Michigan","Home",2015-01-27
"Toledo","Home",2015-01-27
"Akron","Home",2015-01-27
"Buffalo","Home",2015-01-27
"Bowling Green","Home",2015-01-27
"Kent State","Home",2015-01-27
"VT","Home",2015-01-27
"Michigan","Home",2015-01-27
"Georgia","Home",2015-01-27
"La Salle","Home",2015-01-27
"Evansville","Home",2015-01-27
"Oral Roberts","Home",2015-01-27
"Oklahoma State","Home",2015-01-27
"San Diego State","Home",2015-01-27
"Utah State","Home",2015-01-27
"Alabama","Home",2015-01-27
"Arkansas","Home",2015-01-27
"Auburn","Home",2015-01-27
"CSU Bakersfield","Home",2015-01-27
"Nevada","Home",2015-01-27
"Boise State","Home",2015-01-27
"Providence","Home",2015-01-27
"Rutgers","Home",2015-01-27
"SMU","Away",2015-01-28
"Temple","Away",2015-01-28
"American U","Away",2015-01-28
"Lafayette","Away",2015-01-28
"Wake Forest","Away",2015-01-28
"Seton Hall","Away",2015-01-28
"Winthrop","Away",2015-01-28
"UNC Asheville","Away",2015-01-28
"URI","Away",2015-01-28
"Duquesne","Away",2015-01-28
"Minnesota","Away",2015-01-28
"Albany","Away",2015-01-28
"Binghamton","Away",2015-01-28
"Hartford","Away",2015-01-28
"UNH","Away",2015-01-28
"South Carolina","Away",2015-01-28
"Wright State","Away",2015-01-28
"Delaware","Away",2015-01-28
"Northeastern","Away",2015-01-28
"Elon","Away",2015-01-28
"Hofstra","Away",2015-01-28
"Duke","Away",2015-01-28
"Texas Tech","Away",2015-01-28
"Radford","Away",2015-01-28
"Loyola (CHI)","Away",2015-01-28
"Missouri State","Away",2015-01-28
"Drake","Away",2015-01-28
"Rice","Away",2015-01-28
"Omaha","Away",2015-01-28
"Lehigh","Away",2015-01-28
"Oregon State","Away",2015-01-28
"Morehead State","Away",2015-01-28
"Northern Iowa","Away",2015-01-28
"Kansas","Away",2015-01-28
"Louisville","Away",2015-01-28
"Indiana","Away",2015-01-28
"Georgia Tech","Away",2015-01-28
"ECU","Away",2015-01-28
"Clemson","Away",2015-01-28
"Miss St","Away",2015-01-28
"St John's","Away",2015-01-28
"Oregon","Away",2015-01-28
"Air Force","Away",2015-01-28
"Stanford","Away",2015-01-28
"Holy Cross","Away",2015-01-28
"USF","Home",2015-01-28
"UCF","Home",2015-01-28
"Navy","Home",2015-01-28
"Colgate","Home",2015-01-28
"FSU","Home",2015-01-28
"Marquette","Home",2015-01-28
"Coast Carolina","Home",2015-01-28
"Longwood","Home",2015-01-28
"Fordham","Home",2015-01-28
"Richmond","Home",2015-01-28
"Penn State","Home",2015-01-28
"UVM","Home",2015-01-28
"UMBC","Home",2015-01-28
"Stony Brook","Home",2015-01-28
"Maine","Home",2015-01-28
"LSU","Home",2015-01-28
"Oakland","Home",2015-01-28
"JMU","Home",2015-01-28
"Drexel","Home",2015-01-28
"UNC-Wilmington","Home",2015-01-28
"William & Mary","Home",2015-01-28
"Notre Dame","Home",2015-01-28
"Oklahoma","Home",2015-01-28
"Charleston So","Home",2015-01-28
"Wichita State","Home",2015-01-28
"Illinois State","Home",2015-01-28
"Bradley","Home",2015-01-28
"Houston","Home",2015-01-28
"South Dakota St","Home",2015-01-28
"Bucknell","Home",2015-01-28
"Arizona State","Home",2015-01-28
"Austin Peay","Home",2015-01-28
"S Illinois","Home",2015-01-28
"TCU","Home",2015-01-28
"Boston College","Home",2015-01-28
"Purdue","Home",2015-01-28
"Miami (FL)","Home",2015-01-28
"Memphis","Home",2015-01-28
"NC State","Home",2015-01-28
"Ole Miss","Home",2015-01-28
"Creighton","Home",2015-01-28
"Arizona","Home",2015-01-28
"San Jose State","Home",2015-01-28
"Washington","Home",2015-01-28
"Loyola (MD)","Home",2015-01-28
"DePaul","Away",2015-01-29
"Michigan State","Away",2015-01-29
"Maryland","Away",2015-01-29
"Boston U","Away",2015-01-29
"USC Upstate","Away",2015-01-29
"Kennesaw St","Away",2015-01-29
"N Kentucky","Away",2015-01-29
"Lipscomb","Away",2015-01-29
"East Tenn St","Away",2015-01-29
"Chattanooga","Away",2015-01-29
"Wofford","Away",2015-01-29
"W Carolina","Away",2015-01-29
"High Point","Away",2015-01-29
"Dayton","Away",2015-01-29
"FAU","Away",2015-01-29
"FIU","Away",2015-01-29
"W Kentucky","Away",2015-01-29
"Bryant","Away",2015-01-29
"Cent Conn St","Away",2015-01-29
"Fair Dickinson","Away",2015-01-29
"Mt St Mary's","Away",2015-01-29
"Sacred Heart","Away",2015-01-29
"Youngstown St","Away",2015-01-29
"Charleston","Away",2015-01-29
"Saint Louis","Away",2015-01-29
"Appalachian St","Away",2015-01-29
"E Illinois","Away",2015-01-29
"Holy Cross","Away",2015-01-29
"Weber State","Away",2015-01-29
"Rider","Away",2015-01-29
"UConn","Away",2015-01-29
"Denver","Away",2015-01-29
"IPFW","Away",2015-01-29
"Marshall","Away",2015-01-29
"Mid Tennessee","Away",2015-01-29
"Jacksonville St","Away",2015-01-29
"Tenn Tech","Away",2015-01-29
"SIU-ED","Away",2015-01-29
"UIC","Away",2015-01-29
"LA-Lafayette","Away",2015-01-29
"AR-Little Rock","Away",2015-01-29
"Georgia State","Away",2015-01-29
"UL Monroe","Away",2015-01-29
"Kentucky","Away",2015-01-29
"Portland","Away",2015-01-29
"Idaho State","Away",2015-01-29
"UMKC","Away",2015-01-29
"UAB","Away",2015-01-29
"E Kentucky","Away",2015-01-29
"Chicago State","Away",2015-01-29
"Colorado","Away",2015-01-29
"Utah","Away",2015-01-29
"Pepperdine","Away",2015-01-29
"Santa Clara","Away",2015-01-29
"Cal Poly","Away",2015-01-29
"UCSB","Away",2015-01-29
"Hawaii","Away",2015-01-29
"Montana State","Away",2015-01-29
"Montana","Away",2015-01-29
"Loyola Mary","Away",2015-01-29
"LBSU","Away",2015-01-29
"San Francisco","Away",2015-01-29
"Cal","Away",2015-01-29
"Providence","Home",2015-01-29
"Rutgers","Home",2015-01-29
"OSU","Home",2015-01-29
"Army","Home",2015-01-29
"Jacksonville","Home",2015-01-29
"North Florida","Home",2015-01-29
"Stetson","Home",2015-01-29
"FGCU","Home",2015-01-29
"Furman","Home",2015-01-29
"Mercer","Home",2015-01-29
"UNC Greensboro","Home",2015-01-29
"VMI","Home",2015-01-29
"Liberty","Home",2015-01-29
"UMass","Home",2015-01-29
"Charlotte","Home",2015-01-29
"Old Dominion","Home",2015-01-29
"LA Tech","Home",2015-01-29
"St Francis (PA)","Home",2015-01-29
"LIU Brooklyn","Home",2015-01-29
"Robert Morris","Home",2015-01-29
"St Francis (BKN)","Home",2015-01-29
"Wagner","Home",2015-01-29
"Detroit","Home",2015-01-29
"Towson","Home",2015-01-29
"George Mason","Home",2015-01-29
"Ga Southern","Home",2015-01-29
"UT Martin","Home",2015-01-29
"Loyola (MD)","Home",2015-01-29
"North Dakota","Home",2015-01-29
"St Peter's","Home",2015-01-29
"Cincinnati","Home",2015-01-29
"North Dakota St","Home",2015-01-29
"South Dakota","Home",2015-01-29
"Southern Miss","Home",2015-01-29
"UTSA","Home",2015-01-29
"Belmont","Home",2015-01-29
"Tennessee St","Home",2015-01-29
"SE Missouri St","Home",2015-01-29
"Milwaukee","Home",2015-01-29
"South Alabama","Home",2015-01-29
"Arkansas State","Home",2015-01-29
"UT-Arlington","Home",2015-01-29
"Troy","Home",2015-01-29
"Missouri","Home",2015-01-29
"Gonzaga","Home",2015-01-29
"N Colorado","Home",2015-01-29
"Grand Canyon","Home",2015-01-29
"UTEP","Home",2015-01-29
"Murray State","Home",2015-01-29
"Utah Valley","Home",2015-01-29
"USC","Home",2015-01-29
"UCLA","Home",2015-01-29
"Pacific","Home",2015-01-29
"San Diego","Home",2015-01-29
"UC Irvine","Home",2015-01-29
"UC Davis","Home",2015-01-29
"CS Northridge","Home",2015-01-29
"Sacramento St","Home",2015-01-29
"Portland State","Home",2015-01-29
"Saint Mary's","Home",2015-01-29
"CS Fullerton","Home",2015-01-29
"BYU","Home",2015-01-29
"Washington St","Home",2015-01-29
"Harvard","Away",2015-01-30
"Siena","Away",2015-01-30
"Quinnipiac","Away",2015-01-30
"Marist","Away",2015-01-30
"Brown","Away",2015-01-30
"Dartmouth","Away",2015-01-30
"Monmouth","Away",2015-01-30
"IUPUI","Away",2015-01-30
"Yale","Away",2015-01-30
"Oregon","Away",2015-01-30
"Oregon State","Away",2015-01-30
"Kent State","Away",2015-01-30
"Princeton","Home",2015-01-30
"Manhattan","Home",2015-01-30
"Canisius","Home",2015-01-30
"Niagara","Home",2015-01-30
"Cornell","Home",2015-01-30
"Penn","Home",2015-01-30
"Fairfield","Home",2015-01-30
"W Illinois","Home",2015-01-30
"Columbia","Home",2015-01-30
"Arizona State","Home",2015-01-30
"Arizona","Home",2015-01-30
"Buffalo","Home",2015-01-30
"Wisconsin","Away",2015-01-31
"Notre Dame","Away",2015-01-31
"Texas Tech","Away",2015-01-31
"Tulane","Away",2015-01-31
"W Michigan","Away",2015-01-31
"NC State","Away",2015-01-31
"Boston College","Away",2015-01-31
"Providence","Away",2015-01-31
"Xavier","Away",2015-01-31
"Davidson","Away",2015-01-31
"Auburn","Away",2015-01-31
"Stony Brook","Away",2015-01-31
"USF","Away",2015-01-31
"Lipscomb","Away",2015-01-31
"Penn State","Away",2015-01-31
"Arkansas","Away",2015-01-31
"Bradley","Away",2015-01-31
"Villanova","Away",2015-01-31
"Kansas State","Away",2015-01-31
"Richmond","Away",2015-01-31
"TCU","Away",2015-01-31
"Georgetown","Away",2015-01-31
"Butler","Away",2015-01-31
"Illinois State","Away",2015-01-31
"IPFW","Away",2015-01-31
"Boston U","Away",2015-01-31
"VT","Away",2015-01-31
"Kennesaw St","Away",2015-01-31
"Mt St Mary's","Away",2015-01-31
"Arkansas State","Away",2015-01-31
"Albany","Away",2015-01-31
"UMass Lowell","Away",2015-01-31
"UVM","Away",2015-01-31
"LSU","Away",2015-01-31
"Green Bay","Away",2015-01-31
"Charleston","Away",2015-01-31
"Idaho State","Away",2015-01-31
"Loyola (MD)","Away",2015-01-31
"UAB","Away",2015-01-31
"Tenn Tech","Away",2015-01-31
"Valparaiso","Away",2015-01-31
"Bethune-Cookman","Away",2015-01-31
"Evansville","Away",2015-01-31
"Rutgers","Away",2015-01-31
"Ball State","Away",2015-01-31
"UNC","Away",2015-01-31
"Wichita State","Away",2015-01-31
"Loyola Mary","Away",2015-01-31
"Coast Carolina","Away",2015-01-31
"Winthrop","Away",2015-01-31
"Bryant","Away",2015-01-31
"Cent Conn St","Away",2015-01-31
"Fair Dickinson","Away",2015-01-31
"LIU Brooklyn","Away",2015-01-31
"Georgia","Away",2015-01-31
"Ole Miss","Away",2015-01-31
"UNC-Wilmington","Away",2015-01-31
"William & Mary","Away",2015-01-31
"G Washington","Away",2015-01-31
"UMass","Away",2015-01-31
"SIU-ED","Away",2015-01-31
"Coppin State","Away",2015-01-31
"Morgan State","Away",2015-01-31
"Ohio","Away",2015-01-31
"Campbell","Away",2015-01-31
"Incarnate Word","Away",2015-01-31
"Vanderbilt","Away",2015-01-31
"E Kentucky","Away",2015-01-31
"Idaho","Away",2015-01-31
"W Carolina","Away",2015-01-31
"Jackson State","Away",2015-01-31
"Detroit","Away",2015-01-31
"Oral Roberts","Away",2015-01-31
"Denver","Away",2015-01-31
"Marshall","Away",2015-01-31
"South Alabama","Away",2015-01-31
"Houston Baptist","Away",2015-01-31
"LA-Lafayette","Away",2015-01-31
"Texas","Away",2015-01-31
"Pepperdine","Away",2015-01-31
"The Citadel","Away",2015-01-31
"Yale","Away",2015-01-31
"Dartmouth","Away",2015-01-31
"W Kentucky","Away",2015-01-31
"Nevada","Away",2015-01-31
"Fresno State","Away",2015-01-31
"Nebraska","Away",2015-01-31
"Purdue","Away",2015-01-31
"Delaware State","Away",2015-01-31
"AR-Pine Bluff","Away",2015-01-31
"Southern","Away",2015-01-31
"NC A&T","Away",2015-01-31
"Alabama A&M","Away",2015-01-31
"Hampton","Away",2015-01-31
"Alabama","Away",2015-01-31
"Duke","Away",2015-01-31
"St Peter's","Away",2015-01-31
"Colgate","Away",2015-01-31
"Lafayette","Away",2015-01-31
"Akron","Away",2015-01-31
"USC Upstate","Away",2015-01-31
"N Kentucky","Away",2015-01-31
"Furman","Away",2015-01-31
"Mercer","Away",2015-01-31
"Charleston So","Away",2015-01-31
"Longwood","Away",2015-01-31
"George Mason","Away",2015-01-31
"Brown","Away",2015-01-31
"Harvard","Away",2015-01-31
"FIU","Away",2015-01-31
"FAU","Away",2015-01-31
"Hawaii","Away",2015-01-31
"Elon","Away",2015-01-31
"La Salle","Away",2015-01-31
"NC Central","Away",2015-01-31
"New Orleans","Away",2015-01-31
"Abil Christian","Away",2015-01-31
"Texas A&M-CC","Away",2015-01-31
"AR-Little Rock","Away",2015-01-31
"Oklahoma","Away",2015-01-31
"UCF","Away",2015-01-31
"San Francisco","Away",2015-01-31
"Toledo","Away",2015-01-31
"Rice","Away",2015-01-31
"Utah State","Away",2015-01-31
"Northwestern St","Away",2015-01-31
"CS Northridge","Away",2015-01-31
"SE Missouri St","Away",2015-01-31
"Towson","Away",2015-01-31
"S Illinois","Away",2015-01-31
"Troy","Away",2015-01-31
"UT Martin","Away",2015-01-31
"San Jose State","Away",2015-01-31
"Stanford","Away",2015-01-31
"Jacksonville St","Away",2015-01-31
"Alabama State","Away",2015-01-31
"Weber State","Away",2015-01-31
"N Arizona","Away",2015-01-31
"Santa Clara","Away",2015-01-31
"Chicago State","Away",2015-01-31
"UT Pan American","Away",2015-01-31
"Mid Tennessee","Away",2015-01-31
"Memphis","Away",2015-01-31
"Seattle","Away",2015-01-31
"Air Force","Away",2015-01-31
"Cal Poly","Away",2015-01-31
"UCSB","Away",2015-01-31
"Montana State","Away",2015-01-31
"Montana","Away",2015-01-31
"UMKC","Away",2015-01-31
"Colorado","Away",2015-01-31
"Iowa","Home",2015-01-31
"Pitt","Home",2015-01-31
"West Virginia","Home",2015-01-31
"Temple","Home",2015-01-31
"E Michigan","Home",2015-01-31
"Georgia Tech","Home",2015-01-31
"Clemson","Home",2015-01-31
"St John's","Home",2015-01-31
"Seton Hall","Home",2015-01-31
"Saint Joe's","Home",2015-01-31
"Tennessee","Home",2015-01-31
"UNH","Home",2015-01-31
"Tulsa","Home",2015-01-31
"Stetson","Home",2015-01-31
"Illinois","Home",2015-01-31
"Florida","Home",2015-01-31
"Indiana State","Home",2015-01-31
"DePaul","Home",2015-01-31
"Kansas","Home",2015-01-31
"VCU","Home",2015-01-31
"Iowa State","Home",2015-01-31
"Creighton","Home",2015-01-31
"Marquette","Home",2015-01-31
"Loyola (CHI)","Home",2015-01-31
"Omaha","Home",2015-01-31
"Lehigh","Home",2015-01-31
"Wake Forest","Home",2015-01-31
"Jacksonville","Home",2015-01-31
"Sacred Heart","Home",2015-01-31
"Georgia State","Home",2015-01-31
"Maine","Home",2015-01-31
"Binghamton","Home",2015-01-31
"Hartford","Home",2015-01-31
"Miss St","Home",2015-01-31
"Cleveland State","Home",2015-01-31
"Delaware","Home",2015-01-31
"North Dakota","Home",2015-01-31
"Army","Home",2015-01-31
"UTSA","Home",2015-01-31
"Belmont","Home",2015-01-31
"UIC","Home",2015-01-31
"Florida A&M","Home",2015-01-31
"Drake","Home",2015-01-31
"Indiana","Home",2015-01-31
"Miami (OH)","Home",2015-01-31
"Louisville","Home",2015-01-31
"Northern Iowa","Home",2015-01-31
"Pacific","Home",2015-01-31
"Gardner-Webb","Home",2015-01-31
"Radford","Home",2015-01-31
"Robert Morris","Home",2015-01-31
"Wagner","Home",2015-01-31
"St Francis (PA)","Home",2015-01-31
"St Francis (BKN)","Home",2015-01-31
"South Carolina","Home",2015-01-31
"Missouri","Home",2015-01-31
"Drexel","Home",2015-01-31
"JMU","Home",2015-01-31
"URI","Home",2015-01-31
"Saint Louis","Home",2015-01-31
"E Illinois","Home",2015-01-31
"MD-E Shore","Home",2015-01-31
"Howard","Home",2015-01-31
"Cent Michigan","Home",2015-01-31
"UNC Asheville","Home",2015-01-31
"Nicholls State","Home",2015-01-31
"Texas A&M","Home",2015-01-31
"Morehead State","Home",2015-01-31
"E Washington","Home",2015-01-31
"UNC Greensboro","Home",2015-01-31
"Miss Valley St","Home",2015-01-31
"Milwaukee","Home",2015-01-31
"South Dakota","Home",2015-01-31
"South Dakota St","Home",2015-01-31
"LA Tech","Home",2015-01-31
"UL Monroe","Home",2015-01-31
"Sam Houston","Home",2015-01-31
"Texas State","Home",2015-01-31
"Baylor","Home",2015-01-31
"Saint Mary's","Home",2015-01-31
"Chattanooga","Home",2015-01-31
"Cornell","Home",2015-01-31
"Princeton","Home",2015-01-31
"Southern Miss","Home",2015-01-31
"Wyoming","Home",2015-01-31
"Colorado State","Home",2015-01-31
"Minnesota","Home",2015-01-31
"Northwestern","Home",2015-01-31
"S Carolina St","Home",2015-01-31
"Grambling St","Home",2015-01-31
"Alcorn State","Home",2015-01-31
"Savannah State","Home",2015-01-31
"PV A&M","Home",2015-01-31
"Norfolk State","Home",2015-01-31
"Kentucky","Home",2015-01-31
"UVA","Home",2015-01-31
"Iona","Home",2015-01-31
"Bucknell","Home",2015-01-31
"Navy","Home",2015-01-31
"Bowling Green","Home",2015-01-31
"North Florida","Home",2015-01-31
"FGCU","Home",2015-01-31
"Samford","Home",2015-01-31
"Wofford","Home",2015-01-31
"Liberty","Home",2015-01-31
"Presbyterian","Home",2015-01-31
"Duquesne","Home",2015-01-31
"Columbia","Home",2015-01-31
"Penn","Home",2015-01-31
"Charlotte","Home",2015-01-31
"Old Dominion","Home",2015-01-31
"LBSU","Home",2015-01-31
"Northeastern","Home",2015-01-31
"St Bonaventure","Home",2015-01-31
"East Tenn St","Home",2015-01-31
"McNeese State","Home",2015-01-31
"Lamar","Home",2015-01-31
"SF Austin","Home",2015-01-31
"Ga Southern","Home",2015-01-31
"Oklahoma State","Home",2015-01-31
"SMU","Home",2015-01-31
"San Diego","Home",2015-01-31
"N Illinois","Home",2015-01-31
"North Texas","Home",2015-01-31
"San Diego State","Home",2015-01-31
"SE Louisiana","Home",2015-01-31
"UC Riverside","Home",2015-01-31
"Austin Peay","Home",2015-01-31
"Hofstra","Home",2015-01-31
"Missouri State","Home",2015-01-31
"UT-Arlington","Home",2015-01-31
"Murray State","Home",2015-01-31
"New Mexico","Home",2015-01-31
"Washington St","Home",2015-01-31
"Tennessee St","Home",2015-01-31
"Texas Southern","Home",2015-01-31
"N Colorado","Home",2015-01-31
"Southern Utah","Home",2015-01-31
"BYU","Home",2015-01-31
"Grand Canyon","Home",2015-01-31
"New Mexico St","Home",2015-01-31
"UTEP","Home",2015-01-31
"Gonzaga","Home",2015-01-31
"CSU Bakersfield","Home",2015-01-31
"UNLV","Home",2015-01-31
"UC Davis","Home",2015-01-31
"UC Irvine","Home",2015-01-31
"Portland State","Home",2015-01-31
"Sacramento St","Home",2015-01-31
"Utah Valley","Home",2015-01-31
"UCLA","Home",2015-01-31
"Miami (FL)","Away",2015-02-01
"Oakland","Away",2015-02-01
"Cincinnati","Away",2015-02-01
"Michigan","Away",2015-02-01
"Manhattan","Away",2015-02-01
"Marist","Away",2015-02-01
"Quinnipiac","Away",2015-02-01
"Fordham","Away",2015-02-01
"Utah","Away",2015-02-01
"UConn","Away",2015-02-01
"North Dakota St","Away",2015-02-01
"Cal","Away",2015-02-01
"FSU","Home",2015-02-01
"Youngstown St","Home",2015-02-01
"ECU","Home",2015-02-01
"Michigan State","Home",2015-02-01
"Monmouth","Home",2015-02-01
"Canisius","Home",2015-02-01
"Niagara","Home",2015-02-01
"Dayton","Home",2015-02-01
"USC","Home",2015-02-01
"Houston","Home",2015-02-01
"W Illinois","Home",2015-02-01
"Washington","Home",2015-02-01
"UVA","Away",2015-02-02
"Bryant","Away",2015-02-02
"Hampton","Away",2015-02-02
"Morgan State","Away",2015-02-02
"Rider","Away",2015-02-02
"American U","Away",2015-02-02
"New Orleans","Away",2015-02-02
"Lamar","Away",2015-02-02
"Florida A&M","Away",2015-02-02
"Charleston So","Away",2015-02-02
"Abil Christian","Away",2015-02-02
"McNeese State","Away",2015-02-02
